Sort,Box id,Box name,Jobs inside,Job id,Name,Type,Box_name,Command,Machine,Owner,Permission,Date_condition,Days_of_week,Start_times,Condition,Description,Std_out_file,Std_err_file,Alarm_if_fail
3157,3720,FKWKSM1,"",3721,FKWR002,c,FKWKSM1,auto_r3v45 -C BKAUTOSYS audit 3 job FKWR002,bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","","",FKWR002,"","",1
3158,3720,FKWKSM1,"",3722,FKWU001,c,FKWKSM1,auto_r3v45 -C BKAUTOSYS audit 3 job FKWU001,bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","","",FKWU001,"","",1
3159,3720,FKWKSM1,"",3723,FKWU002,c,FKWKSM1,auto_r3v45 -C BKAUTOSYS audit 3 job FKWU002,bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(FKWU001),FKWU002,"","",1
3160,3720,FKWKSM1,"",3724,FKWE001,c,FKWKSM1,auto_r3v45 -C BKAUTOSYS audit 3 job FKWE001,bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(FKWU002),FKWE001,"","",1
3161,3720,FKWKSM1,"",3725,FKWR005,c,FKWKSM1,auto_r3v45 -C BKAUTOSYS audit 3 job FKWR005,bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(FKWR004),FKWR005,"","",1
3162,3720,FKWKSM1,"",3726,FKWR004,c,FKWKSM1,auto_r3v45 -C BKAUTOSYS audit 3 job FKWR004,bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(FKWU001),FKWR004,"","",1
3163,3727,FKWKSM2,3,3727,FKWKSM2,b,"","",bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","","",FKWKSM2,"","",0
3164,3727,FKWKSM2,"",3728,FKWCAU001,c,FKWKSM2,auto_r3v45 -C BKAUTOSYS audit 3 job FKWCAU001,bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(FKWU001),FKWCAU001,"","",1
3165,3727,FKWKSM2,"",3729,FKWCAR002,c,FKWKSM2,auto_r3v45 -C BKAUTOSYS audit 3 job FKWCAR002,bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(FKWCAU001),FKWCAR002,"","",1
3166,3727,FKWKSM2,"",3730,FKWCAR004,c,FKWKSM2,auto_r3v45 -C BKAUTOSYS audit 3 job FKWCAR004,bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(FKWCAU001),FKWCAR004,"","",1
3167,3733,OSWAVGCOST,1,3733,OSWAVGCOST,b,"","",bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",1,we,23:00,"",OSWAVGCOST,"","",0
3168,3733,OSWAVGCOST,"",3734,OSWEAVGCOST,c,OSWAVGCOST,auto_r3v45 -C BKAUTOSYS audit 3 job OSWEAVGCOST,bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","","",OSWEAVGCOST,"","",1
3169,3735,FBWIMAC,4,3735,FBWIMAC,b,"","",ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",1,fr,06:37,"",FBWIMAC,"","",0
3170,3735,FBWIMAC,"",3736,FBWCPCOST,c,FBWIMAC,\\ptcapp11\fcb\bin\fbwcpcost.bat,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(FBWUROLL),FBWCPCOST,"","",1
3171,3735,FBWIMAC,"",3737,FBWIMACJ,c,FBWIMAC,\\ptcapp11\fcb\bin\fbwimac.bat,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(FBWCPCOST),FBWIMACJ,"","",1
3172,3735,FBWIMAC,"",3738,FBWCPCOSTCA,c,FBWIMAC,\\ptcapp11\fcb\bin\fbwcpcostca.bat,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","","",FBWCPCOSTCA,"","",1
3173,3735,FBWIMAC,"",3739,FBWCPCOSTMX,c,FBWIMAC,\\ptcapp11\fcb\bin\fbwcpcostmx.bat,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","","",FBWCPCOSTMX,"","",1
3174,3740,FKWE_AMEX_ES_EPA_REMIT,2,3740,FKWE_AMEX_ES_EPA_REMIT,b,"","",bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",1,th,10:00,"",FKWE_AMEX_ES_EPA_REMIT - Generation and remittance of Amex Spain Credit Card Remittance File. This file contains a breakdown by credit card number of the weekly American Express payment.,"","",0
3175,3740,FKWE_AMEX_ES_EPA_REMIT,"",3741,FKWU_AMEX_ES_EPA,c,FKWE_AMEX_ES_EPA_REMIT,auto_r3v45 -C BKAUTOSYS audit 3 job FKWU_AMEX_ES_EPA,bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","","",FKWU_AMEX_ES_EPA - Generate the credit card remittance file,"","",1
3176,3740,FKWE_AMEX_ES_EPA_REMIT,"",3742,FKWE_AMEX_ES_EPA,c,FKWE_AMEX_ES_EPA_REMIT,auto_r3v45 -C BKAUTOSYS audit 3 job FKWE_AMEX_ES_EPA,bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(FKWU_AMEX_ES_EPA),FKWE_AMEX_ES_EPA - Encrypt file and place on PTCFTP01,"","",1
3177,3743,FKWE_AMEX_GB30_EPA_REMIT,2,3743,FKWE_AMEX_GB30_EPA_REMIT,b,"","",bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",1,th,10:00,"",FKWE_AMEX_GB30_EPA_REMIT - Generation and remittance of Amex UK GB30 Credit Card Remittance File. This file contains a breakdown by credit card number of the weekly American Express,"","",0
3178,3743,FKWE_AMEX_GB30_EPA_REMIT,"",3744,FKWU_AMEX_GB30_EPA,c,FKWE_AMEX_GB30_EPA_REMIT,auto_r3v45 -C BKAUTOSYS audit 3 job FKWU_AMEX_GB30_EPA,bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","","",FKWU_AMEX_GB30_EPA - Generate the credit card remittance file,"","",1
3179,3743,FKWE_AMEX_GB30_EPA_REMIT,"",3745,FKWE_AMEX_GB30_EPA,c,FKWE_AMEX_GB30_EPA_REMIT,auto_r3v45 -C BKAUTOSYS audit 3 job FKWE_AMEX_GB30_EPA,bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(FKWU_AMEX_GB30_EPA),FKWE_AMEX_GB30_EPA - Encrypt file and place on PTCFTP01,"","",1
3180,3746,FKWE_AMEX_GB10_EPA_REMIT,2,3746,FKWE_AMEX_GB10_EPA_REMIT,b,"","",bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",1,th,10:00,"",FKWE_AMEX_GB10_EPA_REMIT - Generation and remittance of Amex UK Credit Card Remittance File. This file contains a breakdown by credit card number of the weekly American Express payment.,"","",0
3181,3746,FKWE_AMEX_GB10_EPA_REMIT,"",3747,FKWU_AMEX_GB10_EPA,c,FKWE_AMEX_GB10_EPA_REMIT,auto_r3v45 -C BKAUTOSYS audit 3 job FKWU_AMEX_GB10_EPA,bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","","",FKWU_AMEX_GB10_EPA - Generate the credit card remittance file,"","",1
3182,3746,FKWE_AMEX_GB10_EPA_REMIT,"",3748,FKWE_AMEX_GB10_EPA,c,FKWE_AMEX_GB10_EPA_REMIT,auto_r3v45 -C BKAUTOSYS audit 3 job FKWE_AMEX_GB10_EPA,bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(FKWU_AMEX_GB10_EPA),FKWE_AMEX_GB10_EPA - Encrypt file and place on PTCFTP01,"","",1
3183,3749,FKWE_AMEX_DE_EPA_REMIT,2,3749,FKWE_AMEX_DE_EPA_REMIT,b,"","",bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",1,th,10:00,"",FKWE_AMEX_DE_EPA_REMIT - Generation and remittance of Amex Germany Credit Card Remittance File. This file contains a breakdown by credit card number of the weekly American Express,"","",0
3184,3749,FKWE_AMEX_DE_EPA_REMIT,"",3750,FKWU_AMEX_DE_EPA,c,FKWE_AMEX_DE_EPA_REMIT,auto_r3v45 -C BKAUTOSYS audit 3 job FKWU_AMEX_DE_EPA,bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","","",FKWU_AMEX_DE_EPA - Generate the credit card remittance file,"","",1
3185,3749,FKWE_AMEX_DE_EPA_REMIT,"",3751,FKWE_AMEX_DE_EPA,c,FKWE_AMEX_DE_EPA_REMIT,auto_r3v45 -C BKAUTOSYS audit 3 job FKWE_AMEX_DE_EPA,bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(FKWU_AMEX_DE_EPA),FKWE_AMEX_DE_EPA - Encrypt file and place on PTCFTP01,"","",1
3186,3752,FKWE_AMEX_CH_EPA_REMIT,2,3752,FKWE_AMEX_CH_EPA_REMIT,b,"","",bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",1,th,10:00,"",FKWE_AMEX_CH_EPA_REMIT - Generation and remittance of Amex Switzerland Credit Card Remittance File. This file contains a breakdown by credit card number of the weekly American Express payment.,"","",0
3187,3752,FKWE_AMEX_CH_EPA_REMIT,"",3753,FKWU_AMEX_CH_EPA,c,FKWE_AMEX_CH_EPA_REMIT,auto_r3v45 -C BKAUTOSYS audit 3 job FKWU_AMEX_CH_EPA,bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","","",FKWU_AMEX_CH_EPA - Generate the credit card remittance file,"","",1
3188,3752,FKWE_AMEX_CH_EPA_REMIT,"",3754,FKWE_AMEX_CH_EPA,c,FKWE_AMEX_CH_EPA_REMIT,auto_r3v45 -C BKAUTOSYS audit 3 job FKWE_AMEX_CH_EPA,bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(FKWU_AMEX_CH_EPA),FKWE_AMEX_CH_EPA - Encrypt file and place on PTCFTP01,"","",1
3189,3755,RSWFGP,1,3755,RSWFGP,b,"","",bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",1,fr,06:00,"",RSWFGP,"","",0
3190,3755,RSWFGP,"",3756,RSWE005,c,RSWFGP,auto_r3v45 -C BKAUTOSYS audit 3 job RSWE005,bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","","",RSWE005,"","",1
3191,3757,FBWILOAD,4,3757,FBWILOAD,b,"","",ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",1,fr,06:45,"",FBWILOAD,"","",0
3192,3757,FBWILOAD,"",3758,FBWCPSALE,c,FBWILOAD,\\ptcapp11\fcb\bin\fbwcpsale.bat,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(RSWE005),FBWCPSALE,"","",1
3193,3757,FBWILOAD,"",3759,FBWCPWST,c,FBWILOAD,\\ptcapp11\fcb\bin\fbwcpwaste.bat,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(RSWE005),FBWCPWST,"","",1
3194,3757,FBWILOAD,"",3760,FBWISAL,c,FBWILOAD,\\ptcapp11\fcb\bin\fbwisal.bat,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(FBWCPSALE),FBWISAL,"","",1
3195,3757,FBWILOAD,"",3761,FBWIWST,c,FBWILOAD,\\ptcapp11\fcb\bin\fbwiwst.bat,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(FBWCPWST),FBWIWST,"","",1
3196,3762,FBWUCOST,4,3762,FBWUCOST,b,"","",ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",1,fr,07:00,"",FBWUCOST,"","",0
3197,3762,FBWUCOST,"",3763,FBWUCOS,c,FBWUCOST,\\ptcapp11\fcb\bin\fbwucost.bat,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(FBWILOAD) & s(FBWIMAC),FBWUCOS,"","",1
3198,3762,FBWUCOST,"",3764,FBWESTD,c,FBWUCOST,\\ptcapp11\fcb\bin\fbwestd.bat 1 0.65,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(FBWUCOS),FBWESTD,"","",1
3199,3762,FBWUCOST,"",3765,FBWCPSTDUS,c,FBWUCOST,\\ptcapp11\fcb\bin\fbwucpstdus.bat,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(FBWESTD),FBWCPSTDUS,"","",1
3200,3762,FBWUCOST,"",3766,FBWCPSTDCA,c,FBWUCOST,\\ptcapp11\fcb\bin\fbwucpstdca.bat,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(FBWESTD),FBWCPSTDCA,"","",1
3201,3767,OSWFGP,2,3767,OSWFGP,b,"","",bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",1,fr,07:30,"",OSWFGP,"","",0
3202,3767,OSWFGP,"",3768,OSWIFGPUS,c,OSWFGP,auto_r3v45 -C BKAUTOSYS audit 3 job OSWIFGPUS,bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(FBWCPSTDUS),OSWIFGPUS,"","",1
3203,3767,OSWFGP,"",3769,OSWIFGPCA,c,OSWFGP,auto_r3v45 -C BKAUTOSYS audit 3 job OSWIFGPCA,bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(OSWIFGPUS),OSWIFGPCA,"","",1
3204,3772,PWWCLEARTIME_S,2,3772,PWWCLEARTIME_S,b,"","","bkpcis, ptcftp02",bkpbtch@BKGLOBAL,"gx,wx,mx",1,th,18:00,"",PWWCLEARTIME_S - Backup and delete PYTIME file in preparation  for weekly Time Processing,"","",0
3205,3772,PWWCLEARTIME_S,"",3773,PWWCLEARTIME,c,PWWCLEARTIME_S,auto_r3v45 -C BKAUTOSYS audit 3 job PWWCLEARTIME,bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","","",PWWCLEARTIME - Backup and delete the PYTIME file in preparation for weekly Time Processing.,"","",1
3206,3772,PWWCLEARTIME_S,"",3774,PWW_FTP_TC_CLEAR,c,PWWCLEARTIME_S,copy \\ftp2\ftp_transfer\timecards\payrollt.txt \\bkcmsg10\e$\transfers\payrollt.txt,ptcftp02,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(PWWCLEARTIME),PWW_FTP_TC_CLEAR - Copy of payroll.txt from the FTP server to BKCMSG10.  This will clear out the old payroll.txt file so it will not be reused for next payroll process.,"","",1
3207,3775,SSW_BWP_WEEK_LOAD,11,3775,SSW_BWP_WEEK_LOAD,b,"","",bktxh27,bkpbtch@BKGLOBAL,"gx,wx,mx",1,th,21:00,"",RSI-BW Weekly Data Load,"","",0
3208,3775,SSW_BWP_WEEK_LOAD,"",3776,SSW_FTP_RSI_MATRIX,c,SSW_BWP_WEEK_LOAD,auto_r3v45 -C BKAUTOSYS audit 3 job SSW_FTP_RSI_MATRIX,bktxh27,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","","",RSI PC,"","",1
3209,3775,SSW_BWP_WEEK_LOAD,"",3777,SSW_ZSMSPC_0015,c,SSW_BWP_WEEK_LOAD,capchain -j S -n ZSMSPC_0015,bktxh27,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(SSW_FTP_RSI_BAK),RSI PC,"","",1
3210,3775,SSW_BWP_WEEK_LOAD,"",3778,SSW_FTP_RSI_ITEM,c,SSW_BWP_WEEK_LOAD,auto_r3v45 -C BKAUTOSYS audit 3 job SSW_FTP_RSI_ITEM,bktxh27,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(SSW_ZSMSPC_0015),RSI ITEM PC,"","",1
3211,3775,SSW_BWP_WEEK_LOAD,"",3779,SSW_ZSMSPC_0016,c,SSW_BWP_WEEK_LOAD,capchain -j S -n ZSMSPC_0016,bktxh27,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(SSW_FTP_RSI_ITEM),RSI FAC PC,"","",1
3212,3775,SSW_BWP_WEEK_LOAD,"",3780,SSW_FTP_RSI_FAC,c,SSW_BWP_WEEK_LOAD,auto_r3v45 -C BKAUTOSYS audit 3 job SSW_FTP_RSI_FAC,bktxh27,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(SSW_ZSMSPC_0016),RSI FAC FILE TRANSFER,"","",1
3213,3775,SSW_BWP_WEEK_LOAD,"",3781,SSW_ZSMSPC_0017,c,SSW_BWP_WEEK_LOAD,capchain -j S -n ZSMSPC_0017,bktxh27,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(SSW_FTP_RSI_FAC),RSI FAC PC,"","",1
3214,3775,SSW_BWP_WEEK_LOAD,"",3782,SSW_FTP_RSI_DIST,c,SSW_BWP_WEEK_LOAD,auto_r3v45 -C BKAUTOSYS audit 3 job SSW_FTP_RSI_DIST,bktxh27,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(SSW_ZSMSPC_0017),RSI DIST FILE TRANSFER,"","",1
3215,3775,SSW_BWP_WEEK_LOAD,"",3783,SSW_ZSMSPC_0018,c,SSW_BWP_WEEK_LOAD,capchain -j S -n ZSMSPC_0018,bktxh27,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(SSW_FTP_RSI_DIST),"","","",1
3216,3775,SSW_BWP_WEEK_LOAD,"",3784,SSW_FTP_RSI_BAK,c,SSW_BWP_WEEK_LOAD,auto_r3v45 -C BKAUTOSYS audit 3 job SSW_FTP_RSI_BAK,bktxh27,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(SSW_FTP_RSI_MATRIX),RSI BAKERY FILE TRANSFER,"","",1
3217,3775,SSW_BWP_WEEK_LOAD,"",3785,SSW_RSI_BAK_PC,c,SSW_BWP_WEEK_LOAD,capchain -j S -n RSI_BAK_PC,bktxh27,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(SSW_ZSMSPC_0018),RSI BAKERY PC,"","",1
3218,3775,SSW_BWP_WEEK_LOAD,"",3786,SSW_REN_RSI_MATRIX,c,SSW_BWP_WEEK_LOAD,auto_r3v45 -C BKAUTOSYS audit 3 job SSW_REN_RSI_MATRIX,bktxh27,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(SSW_RSI_BAK_PC),"","","",1
3219,3788,PAWESMS_S,1,3788,PAWESMS_S,b,"","",bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",1,th,05:00,"",SMS Outbound Interface,"","",0
3220,3788,PAWESMS_S,"",3789,PAWESMS,c,PAWESMS_S,auto_r3v45 -C BKAUTOSYS audit 3 job PAWESMS,bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","","",Create SMS Outbound Interface,"","",1
3221,3795,REWCAMCA_BOX,2,3795,REWCAMCA_BOX,b,"","",bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",1,fr,07:00,"",REWCAMCA_BOX,"","",0
3222,3795,REWCAMCA_BOX,"",3796,REWCAMCA,c,REWCAMCA_BOX,auto_r3v45 -C BKAUTOSYS audit 3 job REWCAMCA,bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","","",Canada_Weekly_CAM_Processing,"","",1
3223,3795,REWCAMCA_BOX,"",3797,REWCAMCA12,c,REWCAMCA_BOX,auto_r3v45 -C BKAUTOSYS audit 3 job REWCAMCA12,bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(REWCAMCA) | f(REWCAMCA),"","","",1
3224,3799,FKWLOADFX,4,3799,FKWLOADFX,b,"","","bkpcis, ptcftp02",bkpbtch@BKGLOBAL,"gx,wx,mx",1,fr,10:00,"",FKWLOADFX - FedEx File Transfers,"","",0
3225,3799,FKWLOADFX,"",3800,FKWFEDEX,c,FKWLOADFX,\\ftp2\ftp_transfer\fedex\fkfedex.bat,ptcftp02,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","","",FKWFEDEX - FTP file FKfedex.dat from FEDEX server to \\\\ptcftp02_transfer\\fedex,"","",1
3226,3799,FKWLOADFX,"",3801,FKWFTPFX,c,FKWLOADFX,auto_r3v45 -C BKAUTOSYS audit 3 job FKWFTPFX,bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(FKWFEDEX),FKWFTPFX - FTP file Fkfedex.dat,"","",1
3227,3799,FKWLOADFX,"",3802,FKWFTPFXJV,c,FKWLOADFX,auto_r3v45 -C BKAUTOSYS audit 3 job FKWFTPFXJV,bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(FKWFEDEXJV),FKWFTPFXJV - FTP file Fkfedexmjv.dat,"","",1
3228,3799,FKWLOADFX,"",3803,FKWFEDEXJV,c,FKWLOADFX,\\ftp2\ftp_transfer\fedex\fkfedexjv.bat,ptcftp02,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",(s(FKWFEDEX) | f(FKWFEDEX)),FKWFEDEXJV - FTP file FKfedexjv.dat from FEDEX server to \\ptcftp02_transfer\\fedex,"","",1
3229,3804,SSW_BWP_BROAD_CASTING,1,3804,SSW_BWP_BROAD_CASTING,b,"","",bktxh27,bkpbtch@BKGLOBAL,"gx,wx,mx",1,fr,10:00,"",SSW_BWP_BROAD_CASTING - Broadcasting the error reports,"","",0
3230,3804,SSW_BWP_BROAD_CASTING,"",3805,SSW_SSMS_ERRORS_BROADCAST,c,SSW_BWP_BROAD_CASTING,capchain -j S -n SSMS_ERRORS_BROADCAST,bktxh27,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","","",Broadcasting the error reports process chain,/tmp/ssms_errors_broadcast.out,/tmp/ssms_errors_broadcast.err,1
3231,3807,PNB_SAP_NOTES_1300,3,3807,PNB_SAP_NOTES_1300,b,"","","bkpcis, ptcapp11",bkpbtch@BKGLOBAL,"gx,wx,mx",1,"",13:00,"",PNB_SAP_NOTES_1300,"","",0
3232,3807,PNB_SAP_NOTES_1300,"",3808,PNBNOTESR,c,PNB_SAP_NOTES_1300,auto_r3v45 -C BKAUTOSYS audit 3 job PNBNOTESR,bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(PNBNOTESC_1300),PNBNOTESR,"","",1
3233,3807,PNB_SAP_NOTES_1300,"",3809,PNBTIMECARDFTP,c,PNB_SAP_NOTES_1300,copy /Y \\PTCMSG03\e$\transfers\payrollt.txt \\ptcftp02\ftp_transfer\timecards\payrollt.txt,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","","",PNBTIMECARDFTP - Copy of payrollt.txt from the ptcftp02 server to the FTP.  File will then be picked  up by SAP for processing.,"","",1
3234,3807,PNB_SAP_NOTES_1300,"",3810,PNBNOTESC_1300,c,PNB_SAP_NOTES_1300,auto_r3v45 -C BKAUTOSYS audit 3 job PNBNOTESC_1300,bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(PNBTIMECARDFTP),PNBNOTESC_1300,"","",1
3235,3811,PNB_SAP_NOTES_1400,2,3811,PNB_SAP_NOTES_1400,b,"","",bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",1,"",14:00,"",PNB_SAP_NOTES_1400,"","",0
3236,3811,PNB_SAP_NOTES_1400,"",3812,PNBNOTES,c,PNB_SAP_NOTES_1400,auto_r3v45 -C BKAUTOSYS audit 3 job PNBNOTES,bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(PNBNOTESR),PNBNOTES,"","",1
3237,3811,PNB_SAP_NOTES_1400,"",3813,PNBNOTEST,c,PNB_SAP_NOTES_1400,auto_r3v45 -C BKAUTOSYS audit 3 job PNBNOTEST,bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(PNBNOTES),PNBNOTEST,"","",1
3238,3815,PWW_SAP_PWWXMT2,4,3815,PWW_SAP_PWWXMT2,b,"","",bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",1,fr,15:30,"",PWW_SAP_PWWXMT2,"","",0
3239,3815,PWW_SAP_PWWXMT2,"",3816,PWWXMT2,c,PWW_SAP_PWWXMT2,auto_r3v45 -C BKAUTOSYS audit 3 job PWWXMT2,bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","","",PWWXMT2,"","",1
3240,3815,PWW_SAP_PWWXMT2,"",3817,PWWCLEAR,c,PWW_SAP_PWWXMT2,auto_r3v45 -C BKAUTOSYS audit 3 job PWWCLEAR,bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(PWWXMT2),PWWCLEAR,"","",1
3241,3815,PWW_SAP_PWWXMT2,"",3818,PWWRST1,c,PWW_SAP_PWWXMT2,auto_r3v45 -C BKAUTOSYS audit 3 job PWWRST1,bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(PWWXMT2),PWWRST1,"","",1
3242,3815,PWW_SAP_PWWXMT2,"",3819,PWWTIMELOAD_FRI,c,PWW_SAP_PWWXMT2,auto_r3v45 -C BKAUTOSYS audit 3 job PWWTIMELOAD_FRI,bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(PWWCLEAR),PWWTIMELOAD_FRI,"","",1
3243,3821,ASBE_ARIES_PHONES_BOX,2,3821,ASBE_ARIES_PHONES_BOX,b,"","",ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",1,"",17:30,"",ASBE_ARIES_PHONES_BOX,"","",0
3244,3821,ASBE_ARIES_PHONES_BOX,"",3822,ASBE_ARIES_PHONES,c,ASBE_ARIES_PHONES_BOX,\\ptcapp11\ARBIN\MSHOP\AriesPhones.bat,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","","",ASBE_ARIES_PHONES,"","",1
3245,3821,ASBE_ARIES_PHONES_BOX,"",3823,ASBFTP_PHONE_SMG_US,c,ASBE_ARIES_PHONES_BOX,e\:\bkftp\bkftp.exe put ptcftp01 bkpsched ROCKYRD9 /users/bkcsmg/outbound/PHONE.txt \\ptcapp11\interface\aries\outbound\mshop\PHONE.txt,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASBE_ARIES_PHONES),ASBFTP_PHONE_SMG_US,"","",1
3246,3829,ASWSMEREST,2,3829,ASWSMEREST,b,"","",ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",1,sa,11:15,"",ASWSMEREST,"","",0
3247,3829,ASWSMEREST,"",3830,ASWSMERESTSP,c,ASWSMEREST,\\ptcapp11\smbin\network\smerestsp.bat,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","","",ASWSMERESTSP,"","",1
3248,3829,ASWSMEREST,"",3831,ASWSMERESTZP,c,ASWSMEREST,\\ptcapp11\smbin\network\smerestzp.bat,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASWSMERESTSP),ASWSMERESTZP,"","",1
3249,3832,FDWEDOOR,6,3832,FDWEDOOR,b,"","","bkpcis, ptcftp02",bkpbtch@BKGLOBAL,"gx,wx,mx",1,sa,21:00,"",FDWEDOOR,"","",0
3250,3832,FDWEDOOR,"",3833,FDWAR14S,c,FDWEDOOR,auto_r3v45 -C BKAUTOSYS audit 3 job FDWAR14S,bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","","",FDWAR14S,"","",1
3251,3832,FDWEDOOR,"",3834,FDWAR12D,c,FDWEDOOR,auto_r3v45 -C BKAUTOSYS audit 3 job FDWAR12D,bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(FDWAR14S),FDWAR12D,"","",1
